Unnamed: 0,Reaction ID,Reaction (Long),Reaction (short),Reversible,Gene,Enzyme,Subsystem,TurnoverNumber
,R04893,L-Normetanephrine + H2O + Oxygen =3-Methoxy-4-hydroxyphenylglycolaldehyde + NH3 + H2O2,C05589 + C00001 + C00007 <=> C05583 + C00014 + C00027,False,,1.4.3.4,rn00350,
,R04894,L-Metanephrine + H2O + Oxygen =3-Methoxy-4-hydroxyphenylglycolaldehyde + H2O2 + Methylamine,C05588 + C00001 + C00007 <=> C05583 + C00027 + C00218,False,,1.4.3.4,rn00350,
,R04903,5-Hydroxyindoleacetaldehyde + NAD+ + H2O = 5-Hydroxyindoleacetate+ H+ + NADH,C05634 + C00003 + C00001 <=> C05635 + C00080 + C00004,True,,1.2.1.3,rn00380,0.0667
,R04907,"3-Hydroxykynurenamine + Oxygen = 4,8-Dihydroxyquinoline + NH3 +H2O2",C05636 + C00007 <=> C05637 + C00014 + C00027,False,,1.4.3.4,rn00380,
,R04908,"5-Hydroxykynurenamine + H2O + Oxygen = 4,6-Dihydroxyquinoline +NH3 + H2O2 + H2O",C05638 + C00001 + C00007 <=> C05639 + C00014 + C00027 + C00001,False,,1.4.3.4,rn00380,
,R04909,5-Hydroxykynurenine = 5-Hydroxykynurenamine + CO2,C05651 <=> C05638 + C00011,False,,4.1.1.28,rn00380,
,R04928,ATP + Adenylylselenate = ADP + 3'-Phosphoadenylylselenate,C00002 + C05686 <=> C00008 + C05696,False,,2.7.1.25,not exist,1.7
,R04929,ATP + Selenate = Diphosphate + Adenylylselenate,C00002 + C05697 <=> C00013 + C05686,False,NZ_AEYC01000019.1:240459..241394,2.7.7.4,rn00450,1.49
,R04930,Selenocystathionine + H2O = Selenocysteine + NH3 + 2-Oxobutanoate,C05699 + C00001 <=> C05688 + C00014 + C00109,False,NZ_AEYC01000001.1:311535..312641,4.4.1.1,not exist,
,R04936,Se-Adenosylselenohomocysteine + H2O = Adenosine +Selenohomocysteine,C05692 + C00001 <=> C00212 + C05698,False,complement(NZ_AEYC01000008.1:170353..171813) or complement(NZ_AEYC01000063.1:51885..52004) or complement(NZ_AEYC01000063.1:52014..53474),3.3.1.1,not exist,
,R04941,Selenocystathionine + H2O = Selenohomocysteine + NH3 + Pyruvate,C05699 + C00001 <=> C05698 + C00014 + C00022,False,,4.4.1.8,rn00450,
,R04942,Selenocystathionine + H2O = L-Serine + Selenohomocysteine,C05699 + C00001 <=> C00065 + C05698,False,,4.2.1.22,not exist,
,R04944,O-Phosphorylhomoserine + Selenocysteine = Selenocystathionine +Orthophosphate,C05702 + C05688 <=> C05699 + C00009,False,,2.5.1.48,rn00450,
,R04945,O-Acetyl-L-homoserine + Selenocysteine = Selenocystathionine +Acetate,C01077 + C05688 <=> C05699 + C00033,False,,2.5.1.48,not exist,
,R04946,O-Succinyl-L-homoserine + Selenocysteine = Selenocystathionine +Succinate,C01118 + C05688 <=> C05699 + C00042,False,,2.5.1.48,rn00450,0.15
,R04972,Uroporphyrinogen I = Coproporphyrinogen I + 4 CO2,C05766 <=> C05768 + 4 C00011,False,,4.1.1.37,rn00860,
,R04986,3-Octaprenyl-4-hydroxybenzoate = 2-Octaprenylphenol + CO2,C05809 <=> C05810 + C00011,False,,4.1.1.-,rn00130,
,R04990,"2-Octaprenyl-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine= 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone +S-Adenosyl-L-homocysteine",C05813 + C00019 <=> C05814 + C00021,False,,2.1.1.201,rn00130,
,R04998,cis-beta-D-Glucosyl-2-hydroxycinnamate + H2O =cis-2-Hydroxycinnamate + D-Glucose,C05839 + C00001 <=> C05838 + C00031,False,,3.2.1.21,rn00940,
,R05032,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + UDP-N-acetyl-D-glucosamine=Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + UDP",C05897 + C00043 <=> C05898 + C00015,False,,2.4.1.227,rn00550,
,R05046,"Formamidopyrimidine nucleoside triphosphate + H2O =2,5-Diaminopyrimidine nucleoside triphosphate + Formate",C05922 + C00001 <=> C05923 + C00058,False,,3.5.4.16,rn00790,
,R05048,"2,5-Diaminopyrimidine nucleoside triphosphate =2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine",C05923 <=> C06148,False,,3.5.4.16,rn00790,
,R05050,N4-Acetylaminobutanal + NAD+ + H2O = 4-Acetamidobutanoate + NADH +H+,C05936 + C00003 + C00001 <=> C02946 + C00004 + C00080,True,,1.2.1.3,rn00330,0.0667
,R05051,L-erythro-4-Hydroxyglutamate + NADH + H+ = L-4-Hydroxyglutamatesemialdehyde + NAD+ + H2O,C05947 + C00004 + C00080 <=> C05938 + C00003 + C00001,True,,1.5.1.12        1.5.99.8,rn00330,
,R05062,2-Propyn-1-al + PQQH2 = 2-Propyn-1-ol + PQQ,C05985 + C01359 <=> C05986 + C00113,True,,1.1.2.8,rn00640,
,R05066,(S)-3-Hydroxyisobutyrate + NAD+ = (S)-Methylmalonate semialdehyde+ NADH + H+,C06001 + C00003 <=> C06002 + C00004 + C00080,True,,1.1.1.31        1.1.1.35,rn00280,
,R05085,O-Phospho-4-hydroxy-L-threonine + 2-Oxoglutarate =2-Oxo-3-hydroxy-4-phosphobutanoate + L-Glutamate,C06055 + C00026 <=> C06054 + C00025,True,complement(NZ_AEYC01000034.1:119377..120519),2.6.1.52,rn00750,
,R05086,O-Phospho-4-hydroxy-L-threonine + H2O = 4-Hydroxy-L-threonine +Orthophosphate,C06055 + C00001 <=> C06056 + C00009,False,complement(NZ_AEYC01000070.1:87860..89131) or NZ_AEYC01000019.1:278826..280094,4.2.3.1,rn00750,
,R05133,Arbutin 6-phosphate + H2O = p-Benzenediol + D-Glucose 6-phosphate,C06187 + C00001 <=> C00530 + C00092,False,,3.2.1.86,rn00010,
,R05134,Salicin 6-phosphate + H2O = Salicyl alcohol + D-Glucose 6-phosphate,C06188 + C00001 <=> C02323 + C00092,False,,3.2.1.86,rn00010,
,R05149,2 S-Adenosyl-L-methionine + Precorrin 6Y = 2S-Adenosyl-L-homocysteine + Precorrin 8X + CO2,2 C00019 + C06319 <=> 2 C00021 + C06408 + C00011,False,,2.1.1.132,rn00860,
,R05150,Precorrin 6Y + NADP+ = Precorrin 6X + NADPH + H+,C06319 + C00006 <=> C06320 + C00005 + C00080,True,,1.3.1.54,rn00860,
,R05165,1-Carboxyvinyl carboxyphosphonate =3-(Hydrohydroxyphosphoryl)pyruvate + CO2,C06367 <=> C06368 + C00011,False,,2.7.8.23,not exist,
,R05168,N-Acetyl-D-galactosamine 6-phosphate + H2O = D-Galactosamine6-phosphate + Acetate,C06376 + C00001 <=> C06377 + C00033,False,,3.5.1.25,rn00520,154
,R05177,Precorrin 8X = Hydrogenobyrinate,C06408 <=> C06399,True,,5.4.1.2,rn00860,
,R05180,S-Adenosyl-L-methionine + Precorrin 3B = S-Adenosyl-L-homocysteine+ Precorrin 4,C00019 + C06406 <=> C00021 + C06407,False,,2.1.1.131,rn00860,
,R05181,S-Adenosyl-L-methionine + Precorrin 4 = S-Adenosyl-L-homocysteine+ Precorrin 5,C00019 + C06407 <=> C00021 + C06416,False,,2.1.1.133,rn00860,
,R05198,Ethanol + PQQ = PQQH2 + Acetaldehyde,C00469 + C00113 <=> C01359 + C00084,True,,1.1.2.8,rn00010,24.8
,R05217,Precorrin 3A + Oxygen + NADH + H+ = Precorrin 3B + NAD+ + H2O,C05772 + C00007 + C00004 + C00080 <=> C06406 + C00003 + C00001,False,,1.14.13.83,rn00860,
,R05220,"Cob(I)yrinate a,c diamide + ATP = Adenosyl cobyrinate a,c diamide+ Triphosphate",C06505 + C00002 <=> C06506 + C00536,False,NZ_AEYC01000002.1:5979..6593,2.5.1.17,rn00860,-999
,R05221,Adenosyl cobinamide + ATP = Adenosyl cobinamide phosphate + ADP,C06508 + C00002 <=> C06509 + C00008,False,,2.7.1.156,rn00860,0.191
,R05222,Adenosyl cobinamide phosphate + GTP = Adenosine-GDP-cobinamide +Diphosphate,C06509 + C00044 <=> C06510 + C00013,False,,2.7.7.62,rn00860,0.058
,R05223,Cobamide coenzyme + GMP = Adenosine-GDP-cobinamide +alpha-Ribazole,C00194 + C00144 <=> C06510 + C05775,False,,2.7.8.26,rn00860,
,R05224,"Hydrogenobyrinate + 2 L-Glutamine + 2 ATP + 2 H2O =Hydrogenobyrinate a,c diamide + 2 Orthophosphate + 2 L-Glutamate + 2ADP",C06399 + 2 C00064 + 2 C00002 + 2 C00001 <=> C06503 + 2 C00009 + 2 C00025 + 2 C00008,False,,6.3.5.9,rn00860,
,R05225,"Adenosyl cobyrinate a,c diamide + 4 L-Glutamine + 4 ATP + 4 H2O =Adenosyl cobyrinate hexaamide + 4 L-Glutamate + 4 Orthophosphate + 4ADP",C06506 + 4 C00064 + 4 C00002 + 4 C00001 <=> C06507 + 4 C00025 + 4 C00009 + 4 C00008,False,,6.3.5.10,rn00860,
,R05227,"Hydrogenobyrinate a,c diamide + Cobalt ion + ATP + H2O =Cob(II)yrinate a,c diamide + Orthophosphate + ADP + H+",C06503 + C00175 + C00002 + C00001 <=> C06504 + C00009 + C00008 + C00080,False,cobN,6.6.1.2,rn00860,
,R05231,6-Hydroxyhexanoic acid + NADP+ = Adipate semialdehyde + NADPH + H+,C06103 + C00006 <=> C06102 + C00005 + C00080,True,,1.1.1.2,rn00930,0.45
,R05233,trans-3-Chloro-2-propene-1-ol + NAD+ = trans-3-Chloroallylaldehyde + NADH + H+,C06611 + C00003 <=> C06613 + C00004 + C00080,True,,1.1.1.1,rn00625,0.4
,R05234,cis-3-Chloro-2-propene-1-ol + NAD+ = cis-3-Chloroallyl aldehyde +NADH + H+,C06612 + C00003 <=> C16348 + C00004 + C00080,True,,1.1.1.1,rn00625,0.4
,R05237,trans-3-Chloroallyl aldehyde + H2O = trans-3-Chloroacrylic acid +2 H+,C06613 + C00001 <=> C06614 + 2 C00080,True,,1.2.1.3,rn00625,
,R05238,cis-3-Chloroallyl aldehyde + H2O = cis-3-Chloroacrylic acid + 2 H+,C16348 + C00001 <=> C06615 + 2 C00080,True,,1.2.1.3,rn00625,
,R05258,p-Benzoquinone + Nitrite + NADP+ + H2O = 4-Nitrophenol + Oxygen +NADPH + H+,C00472 + C00088 + C00006 + C00001 <=> C00870 + C00007 + C00005 +C00080,False,,1.14.13.-,rn00627,
,R05265,"4-Nitrocatechol + Oxygen + 3 H+ = Benzene-1,2,4-triol + Nitrite +H2O",C02235 + C00007 + 3 C00080 <=> C02814 + C00088 + C00001,False,,1.14.-.-,rn00627,
,R05274,"3,4-Dihydroxybenzoate + NAD+ +H2O + Formaldehyde = Vanillate + Oxygen + NADH + H+",C00230 + C00003 + C00001 +C00067 <=> C06672 + C00007 + C00004 + C00080,False,,1.14.13.82,rn00627,
,R05284,"1,2-Dichloroethane + H2O = 2-Chloroethanol + Hydrochloric acid",C06752 + C00001 <=> C06753 + C01327,True,,3.8.1.5,rn00625,1.05
,R05285,2-Chloroethanol + PQQ = Chloroacetaldehyde + PQQH2,C06753 + C00113 <=> C06754 + C01359,True,,1.1.2.8,rn00625,
,R05286,Chloroacetaldehyde + NAD+ + H2O = Chloroacetic acid + NADH + H+,C06754 + C00003 + C00001 <=> C06755 + C00004 + C00080,True,,1.2.1.3,rn00625,0.0667
,R05287,Chloroacetic acid + H2O = Glycolate + Hydrochloric acid,C06755 + C00001 <=> C00160 + C01327,False,,3.8.1.2         3.8.1.3,rn00361  rn00625,
,R05289,p-Tolualdehyde + NADP+ + H2O = Toluate + NADPH + H+,C06758 + C00006 + C00001 <=> C01454 + C00005 + C00080,True,,1.2.1.7         1.2.1.28,rn00622,
,R05299,"4-Methylcatechol + Oxygen = 3-Methyl-cis,cis-hexadienedioate",C06730 + C00007 <=> C04112,False,,1.13.11.1,rn00623,0.72
,R05300,"4-Carboxymethyl-4-methylbut-2-en-1,4-olide =3-Methyl-cis,cis-hexadienedioate",C04559 <=> C04112,True,,5.5.1.1,rn00623,
,R05320,Taurine + 2-Oxoglutarate + Oxygen = Sulfite + Aminoacetaldehyde +Succinate + CO2,C00245 + C00026 + C00007 <=> C00094 + C06735 + C00042 + C00011,False,,1.14.11.17,rn00430,0.74
,R05341,Lycopene = gamma-Carotene,C05432 <=> C05435,True,,5.5.1.19,rn00906,
,R05351,Ethylene oxide + CoA + NAD+ = Acetyl-CoA + NADH + H+,C06548 + C00010 + C00003 <=> C00024 + C00004 + C00080,True,,1.1.1.-,rn00625,
,R05367,"trans-1,3-Dichloropropene + H2O = trans-3-Chloro-2-propene-1-ol + Hydrochloric acid",C06609 + C00001 <=> C06611 + C01327,False,,3.8.1.5,rn00625,
,R05368,"cis-1,3-Dichloropropene + H2O = cis-3-Chloro-2-propene-1-ol + Hydrochloric acid",C06610 + C00001 <=> C06612 + C01327,False,,3.8.1.5,rn00625,
,R05369,"1,3,4,6-Tetrachloro-1,4-cyclohexadiene + H2O = 2,4,5-Trichloro-2,5-cyclohexadiene-1-ol + Hydrochloric acid",C06597 + C00001 <=> C06598 + C01327,True,,3.8.1.5,rn00361,
,R05370,"2,4,5-Trichloro-2,5-cyclohexadiene-1-ol + H2O =2,5-Dichloro-2,5-cyclohexadiene-1,4-diol + Hydrochloric acid",C06598 + C00001 <=> C06599 + C01327,True,,3.8.1.5,rn00361,
,R05371,trans-3-Chloroacrylic acid + H2O = Hydrochloric acid + 3-Oxopropanoate,C06614 + C00001 <=> C01327 + C00222,True,,3.8.1.-,rn00625,
,R05372,cis-3-Chloroacrylic acid + H2O = Hydrochloric acid + 3-Oxopropanoate,C06615 + C00001 <=> C01327 + C00222,True,,3.8.1.-,rn00625,
,R05390,"3-Chloro-cis,cis-muconate = Protoanemonin + Hydrochloric acid +CO2",C03585 <=> C07090 + C01327 + C00011,False,,5.5.1.1,rn00361,8.8
,R05420,4-Sulfolactone + H2O = HSO3- + 2-Maleylacetate + H+,C06676 + C00001 <=> C11481 + C02222 + C00080,True,,3.1.1.-,rn00627,
,R05448,"2,6-Dichlorophenol + Oxygen + NADH + H+ = 2,6-Dichlorohydroquinone + NAD+ + H2O",C07096 + C00007 + C00004 + C00080 <=> C07097 + C00003 + C00001,False,,1.14.13.-,rn00361,
,R05449,"2,4,6-Trichlorophenol + 2 NADH + Oxygen = 2,6-Dichlorohydroquinone + 2 NAD+ + HO- + Cl-",C07098 + 2 C00004 + C00007 <=> C07097 + 2 C00003 + C01328 + C00698,False,,1.14.13.-,rn00361,
,R05452,Benzoyl acetate + CoA + ATP = Diphosphate + Benzoyl acetyl-CoA +AMP,C07114 + C00010 + C00002 <=> C00013 + C07118 + C00020,True,,6.2.1.-,rn00642,
,R05456,2 4-Dedimethylamine-4-oxo-anhydro-7-Cl-tetracycline + 2 H2O = H2O2+ 2 4-Dedimethylamino-4-oxo-anhydrotetracycline + 2 Cl-,2 C06626 + 2 C00001 <=> C00027 + 2 C06627 + 2 C00698,True,,1.14.14.-,rn00253  rn01057,
,R05506,Benzoyl acetyl-CoA + CoA = S-Benzoate coenzyme A + Acetyl-CoA,C07118 + C00010 <=> C00512 + C00024,True,,2.3.1.16        2.3.1.-,rn00642,
,R05509,Acetyl-CoA + Propenoate = Acetate + Propenoyl-CoA,C00024 + C00511 <=> C00033 + C00894,True,,2.8.3.12,rn00643,
,R05510,Protoanemonin + H2O = cis-Acetylacrylate,C07090 + C00001 <=> C07091,True,,3.1.1.45,rn00361,2.08
,R05511,"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide + H2O =2-Chloromaleylacetate",C04706 + C00001 <=> C06329,True,,3.1.1.45,rn00361,
,R05549,D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose + H2O = D-Galactose +Melibiose,C05404 + C00001 <=> C00124 + C05402,False,,3.2.1.22,rn00052,
,R05551,Acrylamide + H2O = Propenoate + NH3,C01659 + C00001 <=> C00511 + C00014,False,NZ_AEYC01000007.1:118125..119327 or NZ_AEYC01000007.1:108023..108523,3.5.1.4,not exist,0.0715
,R05553,4-Amino-4-deoxychorismate = 4-Aminobenzoate + Pyruvate,C11355 <=> C00568 + C00022,True,,4.1.3.38,rn00790,
,R05559,Hydroxyatrazine + H2O = N-Isopropylammelide + Ethylamine,C06552 + C00001 <=> C06553 + C00797,False,,3.5.99.3,rn00791,
,R05572,Deisopropylatrazine + H2O = Deisopropylhydroxyatrazine +Hydrochloric acid,C06556 + C00001 <=> C06557 + C01327,True,,3.8.1.-,rn00791,
,R05575,(Hydroxymethylphenyl)succinyl-CoA + NAD+ = Benzoylsuccinyl-CoA +NADH + H+,C09819 + C00003 <=> C09820 + C00004 + C00080,True,,1.1.1.35,rn00623,0.004
,R05576,3-Hydroxybutanoyl-CoA + NADP+ = Acetoacetyl-CoA + NADPH + H+,C05116 + C00006 <=> C00332 + C00005 + C00080,True,,1.1.1.157,not exist,
,R05582,2-Hydroxycyclohexane-1-carboxyl-CoA + NAD+ =2-Ketocyclohexane-1-carboxyl-CoA + NADH + H+,C09812 + C00003 <=> C09813 + C00004 + C00080,True,,1.1.1.-,rn00362,
,R05586,3-Oxopimeloyl-CoA + CoA = Glutaryl-CoA + Acetyl-CoA,C06715 + C00010 <=> C00527 + C00024,True,,2.3.1.-,not exist,
,R05590,Benzamide + H2O = Benzoate + NH3,C09815 + C00001 <=> C00180 + C00014,False,NZ_AEYC01000007.1:118125..119327 or NZ_AEYC01000007.1:108023..108523,3.5.1.4,not exist,0.00217
,R05593,6-Oxo-2-hydroxycyclohexane-1-carboxyl-CoA + H2O =3-Hydroxypimeloyl-CoA,C09825 + C00001 <=> C06714,True,,3.1.2.-,not exist,
,R05595,Crotonoyl-CoA + H2O = 3-Hydroxybutanoyl-CoA,C00877 + C00001 <=> C05116,True,NZ_AEYC01000076.1:65779..66582 or complement(NZ_AEYC01000050.1:11011..11862) or complement(NZ_AEYC01000089.1:24584..25372) or NZ_AEYC01000088.1:341279..342058,4.2.1.17,not exist,19
,R05608,D-Galactarate = 5-Dehydro-4-deoxy-D-glucarate + H2O,C00879 <=> C00679 + C00001,True,,4.2.1.42,rn00053,
,R05615,all-trans-Octaprenyl diphosphate + 4-Hydroxybenzoate =3-Octaprenyl-4-hydroxybenzoate + Diphosphate,C04146 + C00156 <=> C05809 + C00013,True,,2.5.1.-,rn00130,
,R05621,"Benzoate + NADH + H+ + Oxygen =1,6-Dihydroxy-cis-2,4-cyclohexadiene-1-carboxylic acid + NAD+",C00180 + C00004 + C00080 + C00007 <=> C06321 + C00003,False,,1.14.12.10,rn00362,4.4
,R05622,"Benzoate + NADPH + H+ + Oxygen =1,6-Dihydroxy-cis-2,4-cyclohexadiene-1-carboxylic acid + NADP+",C00180 + C00005 + C00080 + C00007 <=> C06321 + C00006,False,,1.14.12.10,rn00362,4.4
,R05627,"di-trans,poly-cis-Undecaprenyl diphosphate + H2O =di-trans,poly-cis-Undecaprenyl phosphate + Orthophosphate",C04574 + C00001 <=> C17556 + C00009,False,,3.6.1.27,rn00550,
,R05629,"UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) +di-trans,poly-cis-Undecaprenyl phosphate = UMP +MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol",C04702 + C17556 <=> C00105 + C04851,False,mraY,2.7.8.13,rn00550,
,R05630,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine + di-trans,poly-cis-Undecaprenyl phosphate = UMP +Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C04882 + C17556 <=> C00105 + C05897,False,mraY,2.7.8.13,rn00550,
,R05632,"1-Hydroxy-2-naphthoate + NADH + H+ + Oxygen = Naphthalene-1,2-diol+ CO2 + NAD+ + H2O",C03203 + C00004 + C00080 + C00007 <=> C03012 + C00011 + C00003 +C00001,False,,1.14.13.1       1.14.13.135,rn00624,
,R05633,2-C-Methyl-D-erythritol 4-phosphate + CTP = 4-(Cytidine5'-diphospho)-2-C-methyl-D-erythritol + Diphosphate,C11434 + C00063 <=> C11435 + C00013,False,,2.7.7.60,rn00900,0.4
,R05634,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP =2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP,C11435 + C00002 <=> C11436 + C00008,False,complement(NZ_AEYC01000096.1:62303..63268),2.7.1.148,rn00900,
,R05636,Pyruvate + D-Glyceraldehyde 3-phosphate = 1-Deoxy-D-xylulose5-phosphate + CO2,C00022 + C00118 <=> C11437 + C00011,False,NZ_AEYC01000029.1:39313..41115 or complement(NZ_AEYC01000018.1:221254..223197),2.2.1.7,rn00900,0.38
,R05637,"2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol =2-C-Methyl-D-erythritol 2,4-cyclodiphosphate + CMP",C11436 <=> C11453 + C00055,True,,4.6.1.12,rn00900,
,R05640,"Lanosterol + 3 Oxygen + 3 NADPH + 3 H+ =4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + Formate + 3NADP+ + 4 H2O",C01724 + 3 C00007 + 3 C00005 + 3 C00080 <=> C11455 + C00058 + 3 C00006 + 4 C00001,False,,1.14.13.70,rn00100,
,R05645,Sedoheptulose 7-phosphate = D-glycero-D-manno-Heptose 7-phosphate,C05382 <=> C07836,True,,5.3.1.28,rn00540,
,R05653,"Phenanthracene + Oxygen + NADH + H+ = Phenanthrene-9,10-oxide +H2O + NAD+",C11422 + C00007 + C00004 + C00080 <=> C11429 + C00001 + C00003,False,,1.14.13.-,rn00624,
,R05654,"Phenanthracene + Oxygen + NADH + H+ = Phenanthrene-1,2-oxide + H2O+ NAD+",C11422 + C00007 + C00004 + C00080 <=> C11431 + C00001 + C00003,False,,1.14.13.-,rn00624,
,R05655,Phenanthracene + Oxygen + NADH + H+ = 1-Phenanthrol + H2O + NAD+,C11422 + C00007 + C00004 + C00080 <=> C11432 + C00001 + C00003,False,,1.14.13.-,rn00624,
,R05659,"2,4,6/3,5-Pentahydroxycyclohexanone = D-2,3-Diketo4-deoxy-epi-inositol + H2O",C00691 <=> C06891 + C00001,True,,,rn00562,
,R05661,2-Deoxy-5-keto-D-gluconic acid + ATP = 2-Deoxy-5-keto-D-gluconic acid 6-phosphate + ADP,C06892 + C00002 <=> C06893 + C00008,True,,2.7.1.92,rn00562,
,R05662,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol + UDP-N-acetyl-D-glucosamine =Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + UDP,C04851 + C00043 <=> C05893 + C00015,False,,2.4.1.227,rn00550,
,R05663,2-Methylbenzaldehyde + NADP+ + H2O = o-Toluate + NADPH + H+,C07214 + C00006 + C00001 <=> C07215 + C00005 + C00080,True,,1.2.1.7         1.2.1.28,rn00622,
,R05664,3-Methylbenzaldehyde + NADP+ + H2O = m-Methylbenzoate + NADPH + H+,C07209 + C00006 + C00001 <=> C07211 + C00005 + C00080,True,,1.2.1.7         1.2.1.28,rn00622,
,R05681,O-Phospho-4-hydroxy-L-threonine + NAD+ =2-Amino-3-oxo-4-phosphonooxybutyrate + NADH + H+,C06055 + C00003 <=> C07335 + C00004 + C00080,True,,1.1.1.262,rn00750,
,R05688,2-C-Methyl-D-erythritol 4-phosphate + NADP+ = 1-Deoxy-D-xylulose5-phosphate + NADPH + H+,C11434 + C00006 <=> C11437 + C00005 + C00080,True,NZ_AEYC01000001.1:420064..421308,1.1.1.267,rn00900,0.95
,R05706,FMN + NADPH + H+ = Reduced FMN + NADP+,C00061 + C00005 + C00080 <=> C01847 + C00006,False,,1.5.1.38        1.5.1.39        1.5.1.-,rn00524  rn00740,
,R05731,"Obtusifoliol + 3 Oxygen + 3 NADPH + 3 H+ =4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol + Formate +3 NADP+ + 4 H2O",C01943 + 3 C00007 + 3 C00005 + 3 C00080 <=> C11508 + C00058 + 3 C00006 + 4 C00001,False,,1.14.13.70,rn00100,
,R05763,S-Adenosyl-L-methionine + trans-Aconitate =S-Adenosyl-L-homocysteine + (E)-3-(Methoxycarbonyl)pent-2-enedioate,C00019 + C02341 <=> C00021 + C11514,True,complement(NZ_AEYC01000019.1:207777..208541),2.1.1.144,not exist,
,R05775,UDP-glucose + HSO3- = UDP-6-sulfoquinovose + H2O,C00029 + C11481 <=> C11521 + C00001,True,,3.13.1.1,rn00520,0.00167
,R05808,Cobalt-sirohydrochlorin + S-Adenosyl-L-methionine = Cobalt-factorIII + S-Adenosyl-L-homocysteine,C11538 + C00019 <=> C17401 + C00021,False,,2.1.1.151,rn00860,
,R05809,Cobalt-precorrin 3 + S-Adenosyl-L-methionine = Cobalt-precorrin 4+ S-Adenosyl-L-homocysteine,C11539 + C00019 <=> C11540 + C00021,False,,2.1.1.131,rn00860,
,R05810,Cobalt-precorrin 4 + S-Adenosyl-L-methionine = Cobalt-precorrin 5A+ S-Adenosyl-L-homocysteine,C11540 + C00019 <=> C16242 + C00021,False,,2.1.1.133,rn00860,
,R05812,Cobalt-precorrin 6 + NADPH + H+ = Cobalt-dihydro-precorrin 6 +NADP+,C11542 + C00005 + C00080 <=> C11543 + C00006,True,,1.3.1.54,rn00860,
,R05813,Cobalt-dihydro-precorrin 6 + 2 S-Adenosyl-L-methionine =Cobalt-precorrin 8 + 2 S-Adenosyl-L-homocysteine + CO2,C11543 + 2 C00019 <=> C11545 + 2 C00021 + C00011,False,,2.1.1.132,not exist,
,R05814,Cobalt-precorrin 8 = Cobyrinate,C11545 <=> C05773,True,,5.4.1.2,rn00860,
,R05815,"Cobyrinate + 2 L-Glutamine + 2 ATP + 2 H2O = Cob(II)yrinate a,cdiamide + 2 L-Glutamate + 2 ADP + 2 Orthophosphate",C05773 + 2 C00064 + 2 C00002 + 2 C00001 <=> C06504 + 2 C00025 + 2 C00008 + 2 C00009,True,,6.3.5.11,rn00860,0.16
,R05823,"2-Keto-D-gluconic acid + NADP+ = 2,5-Didehydro-D-gluconate + NADPH+ H+",C06473 + C00006 <=> C02780 + C00005 + C00080,True,,1.1.1.274,not exist,
,R05837,O-Phospho-4-hydroxy-L-threonine + NAD+ = 3-Amino-2-oxopropylphosphate + NADH + H+ + CO2,C06055 + C00003 <=> C11638 + C00004 + C00080 + C00011,False,,1.1.1.262,rn00750,
,R05861,D-Alanine + H2O + Oxygen = Pyruvate + NH3 + H2O2,C00133 + C00001 + C00007 <=> C00022 + C00014 + C00027,False,,1.4.3.3         1.4.3.19,not exist,
,R05862,Sarcosine + H2O + Oxygen = Glyoxylate + Methylamine + H2O2,C00213 + C00001 + C00007 <=> C00048 + C00218 + C00027,False,,1.4.3.19,not exist,0.47
,R05863,N-Ethylglycine + H2O + Oxygen = Glyoxylate + Ethylamine + H2O2,C11735 + C00001 + C00007 <=> C00048 + C00797 + C00027,False,,1.4.3.19,not exist,1.4
,R05884,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + NADPH + H+ =Isopentenyl diphosphate + NADP+ + H2O,C11811 + C00005 + C00080 <=> C00129 + C00006 + C00001,False,ispH,1.17.1.2,rn00900,
